Sr No.,State,NH-No.,Toll Plaza Name,Toll Plaza Location,Section / Stretch,TollPlazaID
459,Madhya Pradesh,NH135B,Palhan Toll Plaza,REWA TO SIRMAUR,REWA TO SIRMAUR,6666
460,Madhya Pradesh,NH 752 D,Palkhanda Toll Plaza,15.420,4Laning DewasUjjain,6691
461,Madhya Pradesh,New NH 30,Pandutala,Village Pandutala Distt Mandla,Mandla Chilpi,4579
462,Madhya Pradesh,NH46 (OLDNH3),Panihaar,Km. 136.00,Four laning of GwaliorShivpuri section of NH3 from km 15.600 of NH75 (End of Gwalior bypass) to km 236.00 of NH3 in the state of Madhya Pradesh on BOT (Toll) on DBFOT Pattern under NHDP PhaseIV,4571
463,Madhya Pradesh,148D,Para,Km 34.500,Bheem - Gulabpura - Parasoli ByPass,470
464,Madhya Pradesh,12,Parvati Bridge (MoRTH),Km 359.10,Parvati Bridge,347
465,Madhya Pradesh,69,Patansawangi,Km 25.700,Nagpur - Saoner - Betul (Km 3.000 to Km 59.300 and Km 137.000 Km 257.402),419
466,Madhya Pradesh,NH 752C,Patariya Goyal,At Km. 72.500,Shujalpur Ashta,5765
467,Madhya Pradesh,135 BG,Patharahata,Satna,34.350 Km,6816
468,Madhya Pradesh,NH 78 (New NH 43),Pathroundi,221.57,Shahdol to Anuppur (upto MPCG Border),4595
469,Madhya Pradesh,NH46(Old3),Purankhedi,Km 22.930,Km 236.00 to 319.700 (Stage1),4544
470,Madhya Pradesh,27,Raksha,Km 84.650,Amola - Jhansi Bypass,73
471,Madhya Pradesh,27,Ramnagar,Km 589.370,Raj/MP Boarder-Amola Vill (Shivpuri Bypass),74
472,Madhya Pradesh,NH 552 Extn.,Rati Rampura Toll Plaza,Morena,Engagementof user fee collection agency on the basis of Competitive bidding (on equotation basis) at Rati Rampura Fee Plaza at km 267.400 of Morena to Ambah to Porsa section from design kilo meter 2,6675
473,Madhya Pradesh,NH3(old) NH52(New),Rojwas(TP II),291.55,Biaora to Dewas 141.459 Kms,4598
474,Madhya Pradesh,7 (New NH30),Saliwada,13.44,Jabalpur Mandla Chilpi Section of NH 12A (New NH30),4609
475,Madhya Pradesh,NH 12,Sarasdol,101.600,Hiran River to Sindoor River,6624
476,Madhya Pradesh,Old NH86 (Extn.) New NH146,Sehatganj,At Ch.km 13.280 NH 86 (Extn.) Village Sehatganj Near Som Distilleries District Raisen (M.P.),Bhopal Sanchi,5629
477,Madhya Pradesh,6,Sendurwafa,Km 449.260,Chattisgarh/Maharashtra Border - Wainganga Bridge,146
478,Madhya Pradesh,NH 78 (New NH 43),Shahdol (Dhuwar ),146.42,Shahdol to Anuppur (upto MPCG Border),4596
479,Madhya Pradesh,12 (New 45),Shahpura,Km. 25.180,Jabalpur Hiran River Section,5923
480,Madhya Pradesh,Old NH12 New NH46,Sonkacch,At Ch.km 335.200 NH12 Village Sonkacch,Bhopal to Biaora,5669
481,Madhya Pradesh,39 (Old 75E),Sonvarsaa,58.800,Rewa to Sidhi,4500
482,Madhya Pradesh,3,Sonvay (Indore - Khalghat),KM 4.000,Indore - Khalghat,475
483,Madhya Pradesh,752C,Talen (Mirzapur),At Km. 14.600 NH752C VillageTalen (Mirzapur) DistrictRajgarh (MP) Pincode465680,Pachore Shujalpur,5931
484,Madhya Pradesh,NE 4,Timarwani (Entry Exit ) Toll Plaza,Km 674.720 (Interchange MP07 Fee plaza ) on (Thandla Kushalgarh Road ) Timarwani village in Jhabua District),DelhiVadodaraMumbai Expressway Greenfield Alignment (NE4) from (Km. 452.420 to Km 696.920) (Length 244.500 Km) in the state of Madhya Pradesh. Pkg17 to 25,6724
485,Madhya Pradesh,26,Titarpani,Km 295.000,Lalitpur - Lakhnadon,90
486,Madhya Pradesh,34,Ujara,At Km. 180.260,Sagar Chhatarpur Road,5883
487,Madhya Pradesh,12,Vishankheda,At Km. 283.600,Goharganj Bhopal,5792
488,Maharashtra,4,Anewadi,Km 748.600,Pune - Satara,56
489,Maharashtra,NH 166,Ankadhal Toll Plaza,274.80,Sangli Solapur,6615
490,Maharashtra,3,Arjunali,Km 532.690,Vadape - Gonde,193
491,Maharashtra,NH 361,Ashiv,35.200 Km,Tuljapur To Ausa (67.428 KM),5637
492,Maharashtra,361,Ashta Toll Plaza,at Ch. 96.965,Four laning of Ausa to Chakur section of NH 361,6767
493,Maharashtra,61,Badewadi,290.65,NH 222,5708
494,Maharashtra,3,Baswant (Pimplegaon),Km 390.450,Pimplegaon Nashik Gonde,145
495,Maharashtra,NH 361,Bhamb,Km 382.920,MahagaonYavatmal section of NH 361 from Km 320.580 to Km 400.575,5676
496,Maharashtra,NH211 (New NH52),Bhokarwadi Malewadi,Km. 254.550,189.023 Km,4605
497,Maharashtra,166,Borgaon,222.200,Four Laning of Sangli Solapur (Pkg I) Sangli Borgaon km 182.556 km 224.00,6668
498,Maharashtra,NH 52 (Old NH 211),Borvihir Toll Plaza,Borvihir,46 laning of Bodhre to Dhule section from Km. 390.000 to Km. 457.231 (Design Chainage) of NH211 (New NH52) (Design Length 67.231 Km.) n the State of Maharashtra,6856
499,Maharashtra,848,Chachadgaon,"Near Village Chachadgaon, Tal. Dindori, Dist. Nashik",Rehabilitation and Augmentation of Nashik Peth to state border section of NH848 to two lane with paved shoulder Km 11.600 to 65.600 (Length53.515 Km) in the state of Maharashtra,5985
500,Maharashtra,50,Chalakwadi,Km 91.106,Khed - Sinnar (Km 42.000 - Km 177.000),476
501,Maharashtra,353 D,Champa,Champa at Ch.27.225,41.100 K.m.,6769
502,Maharashtra,50,Chandloi/ Rajgurunagar (MoRTH),Km 41.800,Pune Nashik Road NH-50 (Km 12.190 to 42.000),348
503,Maharashtra,3,Chandwad,Km 356.700,Pimpalgoan - Dhule,143
504,Maharashtra,8,Charoti,Km 420.340,Surat Dahisar,289
505,Maharashtra,53,Dasarkhed Toll Plaza,Malkapur,Nandura to Chikhali,6740
506,Maharashtra,NH 222 (New 61),Dhoki,178.1,Malshej Ghat to Ane Ghat (Km 161.212 to Km 211.000 ) two lane section in Ahmed0gar District in the state of Maharashtra,4593
507,Maharashtra,161,Dhumka Tondgaon,Tondgaon Tq. Dist. Washim,Medshi Washim Sawarkheda(Hingoli),5932
508,Maharashtra,NH 222 (New 61),Dumberwadi,125.7,km 125.700 for Malshej Ghat To Ghet section (km 101.00 to 161.212 ) of national Highway 222 (New NH 61) of two lane section in the state of maharashtra.,5585
509,Maharashtra,6,Fekri (MoRTH),Km 399.00,Surat - Dhula - Nagpur Section( Km 398.000 to Km 400.000),344
510,Maharashtra,3,Ghoti,Km 455.485,Vadape - Gonde,139
511,Maharashtra,53,Gondkhairi ( Kondhali ),Km 20.612,Nagpur Kondhali,148
512,Maharashtra,361,Haladgaon,Km. 510.865,Wardha Butibori,5641
513,Maharashtra,NH52 (Old NH211),Hatnoor,Ch.359100 at Village Hatnoor Tal. Kannad Dist. Aurangabad,FourSix laning of Karodi (Km. 320.640) to Telwadi (Km. 375.000) road section NH211 (New NH No. 52) (Existing length 54.896 km Design length 55.610 km) in the State of Maharashtra under NHDP Phase,5864
514,Maharashtra,NH 930,Hirapur Toll Plaza,213.350 KM,GadchiroliMul section of NH 930,6752
515,Maharashtra,60 (Old 50),Hivargaon Pawsa,Km 138.749,Khed - Sinnar (Km 42.000 - Km 177.000),477
516,Maharashtra,361,Husnapur,443.042,Yavatmal Wardha,5630
517,Maharashtra,166,Ichgaon,343.510,Mangalwedha Solapur,6608
518,Maharashtra,53,Karanja (Ghadge),Km 76.130,Kondhali - Talegaon,158
519,Maharashtra,6,Kardha (MoRTH),Km 489.360,Construction of Bridge and its approaches a/c Wainganga River in Km. 419/00 on Nh-6,353
520,Maharashtra,NH 6 (NH 53),Kardha Toll Plaza ( Bhnadara ),at Chainage 489.400 on NH 6,Ch.485.00 to 498.00 Nagpur Raipur Section on NH 6 at Bhandara,6749
521,Maharashtra,52 (Old NH211),Karodi,Km. 320.100 at Village Karodi,Four Six Laning of Aurangabad (km 290200) to Karodi (km 320104) road section of NH211(new NH No. 52)( Existing Length 29904km Design Length 30215km)in the state of Maharashtra under NHDP Pha,5806
522,Maharashtra,9,Kasurdi (MoRTH),Km 39.800,Pune Solapur Road NH-9 (Km 14.000 to 40.000),351
523,Maharashtra,9,Kawdipath (MoRTH),Km 14.050,Pune Solapur Road NH-9 in stretch Km 14/00 to 40/00 (total 26 Km.),350
524,Maharashtra,7,Kelapur,Km 150.000,Deodhari - Kelapur (Km. 123.000 to Km. 153.600),70
525,Maharashtra,353 I ( 53 ),Khadka Plaza,Hingana Khadaka,4 Lane Stand Alone Ring Road Bypasses for Nagpur City Package I from Km 0.500 to Km 34.000,6859
526,Maharashtra,8,Khaniwade,Km 470.000,Surat Dahisar,290
527,Maharashtra,353D,Kharbi,at Ch. 113km near town Bramhapuri,Upgradation to 2lane with paved shoulder from km 97.487 to km 137.250 of 0gbhid Armori Section (PackageIII) of NH353D in the State of Maharashtra.,5696
528,Maharashtra,3,Kharegaon (MoRTH),Kharegaon,Km 539.500 (Vadape) to Km 563.000 ( Majiwade-Thane),345
529,Maharashtra,66 (Old 17),Kharpada (MoRTH),Km 16.40,Kharpada Bridge,340
530,Maharashtra,4,Khedshivapur,Km 819.240,Pune - Satara,144
531,Maharashtra,4,Kini,Km 634.500,Satara - Kagal,257
532,Maharashtra,53,Kurankhed,Kurankhed Village,Amravati Chikhali,6777
533,Maharashtra,3,Laling (Dhule),Km 268.632,Pimpalgoan - Dhule,197
534,Maharashtra,361,Malegaon Toll Plaza,at Ch. 156.468,Four laning of Chakur to Loha section of NH 361,6763
535,Maharashtra,NH 52 (Old NH 211),Maliwadi Bhokarwadi Toll Plaza,km.254.550 at Village Maliwadi Tal. Ambad Dist. Jalna,Four laning for Rehabilitation and Upgradation of Yedshi (Km.100000) to Aurangabad (Km.290200) section of NH52 (old NH211) under NHDP Phase IV B in the State of Maharashtra,6628
536,Maharashtra,6,Mathani,Km 523.400,Km. 498.000 to Km. 544.200(Nagpur-Wainganga),441
537,Maharashtra,161,Medshi Sawarkhda,At km.41.374,Akola Medshi Medshi Washim,6815
538,Maharashtra,NH 565,Millampalli,Km 163.250,Davulapalli to Markapuram section of,5732
539,Maharashtra,50,Moshi (MoRTH),Km 24.0,Pune Nashik Road Nh-50 (Km 12.190 to 42.000),346
540,Maharashtra,13 (New 52),Nandani Toll Plaza,Ch. 32.100,Solapur to Vijayapura,6609
541,Maharashtra,53,Nandgaon Peth,Km 142.800,Talegaon - Amravati,71
542,Maharashtra,3,Nardana (MoRTH),Km 225/200,Km 219.700 to 233.00,357
543,Maharashtra,60,Nashik Sinnar Tollways Ltd,Shinde village Nashik,Sinnar Nashik,6750
544,Maharashtra,53,Nashirabad,At Km 415.980 near Nashirabad Village Jalgaon,Chikhali to Tarsod Section of NH53(Old NH6),5785
545,Maharashtra,6,Nashirabad (MoRTH),Km 415.800,Nashirabad ROB ( Km. 414.000 to 419.000 of NH-6),343
546,Maharashtra,NH211 (New NH52),Padalshingi,Km. 194.00,189.023 Km,4604
547,Maharashtra,NH211 (New NH52),Pargaon,Km. 134.00,189.023 Km,4603
548,Maharashtra,9,Patas,Km 65.000,Pune - Solapur Pkg. I (km 40 - 144.400),64
549,Maharashtra,353J,Pawangaon Plaza,Pawangaon Plaza Near Vill.Pawangaon Kalumana 440035,Ring road Bypasses for Nagpur City Package2 from km 34.000 to km 62.035,6860
550,Maharashtra,965,Penur Toll Palza,Km 13.000,4Laning of existing 2laning stretch from Mohol at km. 0.000 to Wakhri at km. 44.700 (Pkg1) on Mohol Alandi section (design length 44.700 km) of NH965 in the state of Maharashtra on EPC Mode 4LA,6787
551,Maharashtra,NH 65,Phulwadi,At km 280.300,Four laning Solapur MaharasthtraKar0taka border section of NH65 from Km 249000 to 348800,5627
552,Maharashtra,NH-160,Pimparwadi Toll Plaza,Pimparwadi,Sinnar Shirdi section of NH160 from Km. 0000 to Km. 50943 in the state of Maharashtra.,5986
553,Maharashtra,NH161,Salva Jaroda,At Km. 155.117 (Salva Jaroda),Pangare to Warangaphata,5584
554,Maharashtra,9,Sardewadi / Indapur,Km 140.100,Pune - Solapur Pkg. I (km 40 - 144.400),208
555,Maharashtra,66 (Old 17),Savitri (MoRTH),Km 129.400,Savitri Bridge,342
556,Maharashtra,9,Sawaleshwar,Km 229.350,Pune - Solapur Pkg. II (km 144.400 - km 249.000),264
557,Maharashtra,548B,Selu Ambu,Selu Ambu at Km 39.250,Lokhandi Sawargaon to Re0purLatur road Km 32.225 Km 66.688 and Ambajogai Bypass from Km 0.000Km 3.815Others,5663
558,Maharashtra,547 E,Selu Toll Plaza,Ketapar,28.300,6613
559,Maharashtra,NH930,Shembal Toll Plaza,318 850,Warora Wani,6584
560,Maharashtra,3,Songir,Km 244.500,MP/Maharashtra Border - Dhule,298
561,Maharashtra,53,Subgavhan Kh,At Km.500.580 near village Subgavhan Tal. Parola Dist. Jalgaon,Fagne to Tarsod Section of NH 53 (Old NH 06),6779
562,Maharashtra,NH 65,Talmod,At Km 343.850,Four laning Solapur MaharasthtraKar0taka border section of NH65 from Km 249000 to 348800,5626
563,Maharashtra,211,Tamalwadi,19.300,na,4520
564,Maharashtra,53,Taroda Kasba Toll Plaza,Taroda Kasba Toll Plaza,NH 53,6598
565,Maharashtra,4,Tasawade,Km 694.150,Satara - Kagal,256
566,Maharashtra,13 (New NH52),Tidgundi,Km 85.950,From Km 39000 to Km 110542,5941
567,Maharashtra,6,Tiwasa (MoRTH),Km 114.209,Pinglai River in Km. 114.209,354
568,Maharashtra,965 G,Undewadi (Supe) Toll Palza,(Km 18.585),Upgradation to Four Lane configuration with Palkhi Marg of the highway starting from Junction with NH 65 near Patas Vasunde Phata Baramati (NH965G) and Partly Baramati Bypass in the State of Mahar,6768
569,Maharashtra,548CC,Undri Toll Plaza,Undari,Chikhali Khamgaon Section,6599
570,Maharashtra,548 D (Old SH 56),Vaidyakinhi Toll Plaza,km.154.400 at Village Vaidyakinhi Tal. Patoda Dist. Beed,Manjarsumbha (design km.137300 existing km.45877 of old SH56) to ChumbhaliPhata (design km.169467 existing km.13689 of old SH56) of NH548D (old SH56),6610
571,Maharashtra,NH 150E,Valsang Toll Plaza,Ch. 119.350,Akkalkot Solapur,6614
572,Maharashtra,9,Varwade,Km 178.572,Pune - Solapur Pkg. II (km 144.400 - km 249.000),261
573,Maharashtra,13,Wadakbal (MoRTH),Wadakbal,"Hattur,Bridge Km. 14.200,& Wadakbal bridge Km. 16.500",359
574,Maharashtra,NH361 B,Wadgaon ( Umred ),FP 1 Wadgaon and FP 2 Umred,Kalamb Ralegaon Wadki section of NH361 B,6791
575,Maharashtra,211,Yedashi,77.40,0,4515
576,Meghalaya,44,Deingpasoh,Km 24.700,Shilong bypass,303
577,Meghalaya,NH44 (New NH6),Lomshinong,Lomshinong Village,Rehabilitation and Upgradation of Existing Road to 2lane with Paved Shoulders Configuration in JowaiMeghalayal AssamBorderSection of NH44 from km 69.200 to km 173.2 (104 km) in the State of Meghalaya,4577
578,Meghalaya,40,Pahammawlein,Km 13.550,Jorabat - Shillong (Barapani) (Km 0.000 to Km 61.840,454
579,Meghalaya,NH44 (New NH6),Pasyih,Pasyih Village,Rehabilitation and Upgradation of Existing Road to 2lane with Paved Shoulders Configuration in JowaiMeghalayal AssamBorderSection of NH44 from km 69.200 to km 173.2 (104 km) in the State of Meghalaya,4576
580,Odisha,NH49(NH6),Badeibadkudar,Km. 439.515,Binjhabahal to Telebani,5730
581,Odisha,143,Balani toll Plaza,KM 331.200,RajamundaBarkote,6848
582,Odisha,NH 6,Balibhasa,Km 43.350,Chichira to Kharagpur,5665
583,Odisha,215,Banajodi (Padmapur),134.380,Panikholi to Rimuli,4498
584,Odisha,16,Bandalo (Old Manguli) Toll Plaza,Km 34.624,Bhubaneshwar - Chetia,172
585,Odisha,6,Bargarh (Barhaguda),Km 41.00,Sambalpur-Baragarh-Orisha,411
586,Odisha,16,Bhagada Narayanpur Toll,102.500,Chandikhole Bhadrak Section of NH 16,6674
587,Odisha,57,Bolangir Toll Plaza,BOLANGIR,Bolangir Khurda,6618
588,Odisha,143,Darjing,Darjing,Brahmani By Pass to Rajamunda,6619
589,Odisha,NH 49,Govindpur ( Brajarajnagar ),Govindpur,JhrarsugudaKanaktora,6696
590,Odisha,16,Gudipada (Old Gangapada),Km 323.600,Sunakhala - Bhubaneshwar (Km 362.000 to Km 286.010),169
591,Odisha,16,Gurapalli,Km 389.609,Sunakhala - Puintola (Km 362.000 to Km 419.600),166
592,Odisha,215,Hasanpur (Sainkul),32.900,Panikoili-Rimuli Section of NH 20,4496
593,Odisha,Old NH 6 (New NH 49),Jansanpur,Km 401.800,Singhara to Binjhabahal,5858
594,Odisha,NH 520,Jhamudihi Toll Plaza,Jhamudihi 22.9535,KoidaRajamunda,6697
595,Odisha,NH 49,Jharpokhria Toll,216.36,Baharagora Singhara Section of NH49,6597
596,Odisha,NH 153 (B),Kadaligarh Toll PLaza,Kadaligarh,Naktideuli to Boudh,6753
597,Odisha,NH215 (New NH520),Kandra,Km. 176.060,Rimuli to Koida Section,5877
598,Odisha,149,Khamar,Km.25.855,Pallahara to Pitiri section of NH149 (Km.0.000 to Km.68.280),5704
599,Odisha,215,Khantaghar (Dhenkikote),91.900,Panikholi to Rimuli,4497
600,Odisha,Old NH 6 (New NH 49),Khereitangiri,Km 339.500,Singhara to Binjhabahal,5857
601,Odisha,NH 26,Nunmath Toll Plaza,Nunmath,Amath to Bhawanipatna,6765
602,Odisha,316,Paat Sahanipur (Pipli),Km 21.00,Bhubaneswar - Puri,445
603,Odisha,18,Padmanavpur,Km 73.425,Jharpokhria Baripada Baleshwar,5780
604,Odisha,16,Panikholi,Km 191.698,Chandikhole - Bhadrak [Km 62.000 to Km 136.500 (New Chainage Km 218.000 to Km 143.500)],171
605,Odisha,NH 53 ( Old NH06 ),Pudapada Nildungri Toll Plaza,Pudapada Nildungri ( 551.800 ),Teleibani Sambalpur,6617
606,Odisha,57,Rangamatia Toll Plaza,RANGAMATIA DASPALLA,ADENIGADA TO MAICHHELI,6616
607,Odisha,16,Sergarh,Km 97.960,Bhadrak - Balasore (Km 136.500 to Km199.141 (New Chainage Km 143.635 to Km 80.994)),170
608,Odisha,5A,Srirampur,Km 3.588,Chandikhol - Paradip (Km 0.000 to Km 76.588),168
609,Odisha,18,Sukhuapada,Km 12.900,Jharpokhria Baripada Baleshwar,5781
610,Punjab,NH 09,Abul Khurana Toll Plaza,11.150,Malout Mandi Dabwali Section,6794
611,Punjab,NH 7,Azizpur,9.120 Km,0.00 Km to 50.00 Km,4563
612,Punjab,NH 344A,Bachhuan,Bacchuan Km 70.240,Ropar to Phagwara,5657
613,Punjab,7 (Old 64),Badbar,139.720,Patiala Sangrur Barnala Bathinda,4506
614,Punjab,7,Balluana,12.3,,5915
615,Punjab,344A,Behram,Behram at Km 15.300,Ropar Phagwara,5658
616,Punjab,NH 703 B,Bhagupur Toll Plaza,"Tarn Taran , 143416 Punjab",57.800,5984
617,Punjab,Linking NH 95 with NH 1,Chahar,Km 12.200,17.041 Km,5859
618,Punjab,703,Chak Bamniya,at 50.835,at Km. 50.835 from Km 12.000 to 77.200 on LambraShahkotMogaBar0la section of NH71 (New NH703) in the State of Punjab,5748
619,Punjab,5,Chandimandir,Km 51.400,Zirakpur Parwanoo,149
620,Punjab,54,Chhotian,Chhotian,Km 244.540 to Km 287.548,6786
621,Punjab,1,Chiddan,Km 479.868,Amritsar - Wagah Border (Km 456.100 - Km 492.030),130
622,Punjab,44,Chollang,Km 34.500,Jalandhar - Pathankot ( Km 4.23 to Km 70.00),375
623,Punjab,152,Dappar,Km 23.080,Ambala Zirakpur,131
624,Punjab,NH05,Darapur Toll Plaza,164.00,Ludhiana to Talwandi,5990
625,Punjab,NH 7,Dhareri jattan,42.600,0.00 km to 50 km,4562
626,Punjab,1,Dhilwan,Km 410.180,Jalandhar Amritsar,151
627,Punjab,NH95 (New NH05),Ferozeshah,183.73,Talwandi Bhai to Ferozepur,5869
628,Punjab,05 (Old 95),Gurhe (Chowkiman ),104.58,78 Km,5703
629,Punjab,54,Harsa Mansar,Harsa Mansar,Jalandhar - Pathankot - Lakhanpur,191
630,Punjab,354 E,Kala Tibba,Kala Tibba,2 Lane from Km 0.00 to Km 50.885,5914
631,Punjab,7 (Old 64),Kalajhar,Km 85.950,Patiala Sangrur Barnala Bathinda,4505
632,Punjab,703 B,Karahewala,Km 25+300,Moga to Makhu,5989
633,Punjab,NH 10,Khuian Malkan,Km. 302.250,43.925 km,4575
634,Punjab,54,Kot Karor,at 205.00,at km. 205.00 of Harike Zira Faridkot from km. 166.925 to Km. 221.380 on NH15 (New NH54) in the state of Punjab.,5749
635,Punjab,205,Kurali (Behrampur),Km 35.000,Kurali - Kiratpur,133
636,Punjab,44(Old NH 01),Ladhowal,Km 328.050,Panipat - Jalandhar,157
637,Punjab,54,Ladpalwan,Km 16.000,Pathankot-Amritsar,413
638,Punjab,NH 7(Old NH 64),Lehrabega Toll Plaza,Km 191.929,KM 10.00 to KM 41.405,4560
639,Punjab,703,Mallian Toll Plaza,Mallian at km. 127.400,TallewalBarnala section of NH 703,6813
640,Punjab,354,Manan,Manan,48.823 Km.,5929
641,Punjab,NH73,Milk Majra,98.750 Km,Yamunanagar Panchkula,4555
642,Punjab,Old NH01 (New NH03),Nijjarpura,Km 442.800,69 KM,153
643,Punjab,71(New NH 52),Paind,KM 227.138,KM 181.805 to KM 238.695,4561
644,Punjab,54,Usma,at Km 138.140,Km 112.575 to Km 166.925,5750
645,Punjab,54,Waryam Nangal,Km 88.500,Pathankot-Amritsar,414
646,Punjab,54 (Old NH 15),Zidda,Km 267.488,KM 221.380 to KM 287.215,4559
647,Rajasthan,52,Akhepura,Km 324.638,Reengus - Sikar (Km 298.075 to Km 341.047),416
648,Rajasthan,11,Amoli,Km 98.500,Bharatpur - Mahua (Km 63.000 to Km 120.000),181
649,Rajasthan,76,Aroli,Km 294.469,Chittorgarh - Kota,14
650,Rajasthan,NE 4,Bad ka pada Fee plaza,At Ch. 228.748,DVE PKG08 from Ch. 214.260 to Ch. 247.310,6664
651,Rajasthan,NH 62,Badhera Toll Plaza,SURATGARH BIKANER TOLL ROAD COMPANY PVT LTD Badhera Toll (B2) Lunkaransar Bikaner Rajasthan India 334603,60 km (km 60.785 to 120.785),6738
652,Rajasthan,89,Badighati,Thanwla,Ajmer 0gaur Section,5678
653,Rajasthan,8,Bagaliya,Km 84,Bewar to Gomti (Km 58.245 to Km 134),338
654,Rajasthan,8,Baggad,BAGGAR (Ch. 136 to 137),Beawar Gomti Section of NH8,6601
655,Rajasthan,8,Baggad (MoRTH),Km 134,Bewar to Gomti (Km 58.245 to Km 177.050),333
656,Rajasthan,NH-248A,Bahala Toll Plaza,Bahala,ALWAR TO NUH SECTION,5978
657,Rajasthan,325,Balana,Km. 149.200,Balotra Sandrao Section of NH325,5905
658,Rajasthan,NE 4,Balapura ( Entry Exit ),Ch. 398.241,80Km,6854
659,Rajasthan,458,Banthadi,34.000,Nimbijodha Degna Merta City (0.000 139.900),1476
660,Rajasthan,52,Barkheda (Chandlai),Km 30.500,Jaipur - Deoli,183
661,Rajasthan,911 911A,Barsalpur,Km. 81.700,212.107 kms,5735
662,Rajasthan,76,Bassi,Km 237.629,Chittorgarh - Kota,13
663,Rajasthan,NH12 (New NH52),Beer Mandi,Km. 27.700,Construction of 4lane Road on NH12 (New NH52) from Km 299.000 to 346.540 (Design Chai0ge From 9.860 to 58.740) (DarahJhalawarTeendhar section) in the State of Rajasthan under NHDP PhaseIII on H,5921
664,Rajasthan,NE 4,Bhandaraj Fee Plaza,At Ch. 182.000,DVE PKG06 from Ch. 151840 to Ch. 183000,6662
665,Rajasthan,25 (Old NH 112),Binawas,Km. 81.090,Bar Bilara Jodhpur,5906
666,Rajasthan,14,Birami,Km 154.00,Beawar-Pali-Pindwara,438
667,Rajasthan,25 (OldNH112),Biratiya Kalan,Km. 8.442,Bar Bilara Jodhpur,5907
668,Rajasthan,15 (New 68),Bor Charnan,238.800,Barmer SanchoreGujarat Border (upto Gandhav Bridge) Section of NH15 from Km 153.00 to 259.300 (length 106.300Km),4549
669,Rajasthan,754A,Bungri,Bungri,Amritsar Jamnagar Economic Corridor,6706
670,Rajasthan,89,Butati (Kuchera),Butati (Kuchera) Ch. 111.000,AJMER NAGAUR SECTION of NH89,6602
671,Rajasthan,11B,Chila Chond,142.350,Karauli - Dholpur (Km 83.960 - Km 184.860),490
672,Rajasthan,168A,Choti villor,Km. 8.400,Sanchore DhaneraDeesa road section,5904
673,Rajasthan,48,Dakan Kotra,Dakan Kotra,Six lane Greenfield Proposed Udaipur Bypass (Connection between NH76 at km 118.500 at Debari to NH8 km 287.400 at Kaya village (Udaipur Bypass Length 23.883 km) on Hybrid Annuity Mode packageIV u,6781
674,Rajasthan,125 A,Dangiyawas,At Km. 2.550,Four Laning of Dangiawas (km 96.595 of NH112) to Jajiwal (km 283.500 of NH 65 Nagaur Road) section PackageI (Design length 74.619 km) of Jodhpur Ring Road Section of NH125A in the State of Rajasth,6807
675,Rajasthan,8,Daulatpura,Km 241.000,Gurgaon Kotputli Jaipur,215
676,Rajasthan,754A,Deogarh,Deogarh,Amritsar Jamnagar Economic Corridor,6711
677,Rajasthan,New 754 A (Old 754 K),Deshnok,Deshnok,6lane access controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,6802
678,Rajasthan,52 (Old 65),Dhadhar,69.000,Rajasthan Border Fatehpur Salasar section,4482
679,Rajasthan,76,Dhaneshwar,Km 340.979,Chittorgarh - Kota,15
680,Rajasthan,158,Dhulepura,102.200,Asind Bhilwara,6774
681,Rajasthan,112,Doli,Km 174.875,Jodhpur Pachpadra Section,4510
682,Rajasthan,NE 4,Dungarpur Fee Plaza,At Ch. 210.972,DVE PKG07 from Ch. 183000 to Ch. 214260,6663
683,Rajasthan,76,Fatehpur,Km 461.290,Kota - Baran Section,16
684,Rajasthan,NH 65 (New NH 62),Gajangarh Toll Plaza,Gajangarh Toll Plaza Near Kharda Village at Km 365.500,Jodhpur To Pali Section,6734
685,Rajasthan,911 911A,Gangajali,19.52,212.107 kms,5734
686,Rajasthan,8,Gegal,Km 378.800,Kishangarh-Ajmer-Beawar,420
687,Rajasthan,NH 62,Gogela fee Plaza,176.355 KM,161.000 Km To 215.130,6684
688,Rajasthan,76,Gogunda (Jaswantgarh),Km 64.200,Jaswantgarh - Debari,132
689,Rajasthan,NE 4,Gopalpura ( Entry Exit ),Ch. 417.810,80Km,6855
690,Rajasthan,NH 116,Gumanpura,At Km.24.350 design chainage near Village Gumanpura,Tonk to Sawaimadhopur,5729
691,Rajasthan,NH58,Harimma,Km. 258.555,Salasar Nagaur Section,4550
692,Rajasthan,15 (New 68),Hathitala,175.680,Barmer Sanchore Gujarat Border (upto Gandhav Bridge) Section of NH15 from Km 153.00 to 259.300 (length 106.300Km),4548
693,Rajasthan,NH 62,Hindor Toll Plaza,SURATGARH BIKANER TOLL ROAD COMPANY PVT LTD Hindor Toll (H3) Rajiyasar SuratgarhGanganagar Rajasthan India 335804,52.384 km (km 120.785 to 173.169),6739
694,Rajasthan,148 C,Hingonia,Km 30.77,Agra Road to Tonk Road,5674
695,Rajasthan,14,Indranagar,Km 93.750,Beawar-Pali-Pindwara,434
696,Rajasthan,New 754 A (Old 754K),Jaitpur (Jaipur),Jaitpur,6lane access controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,6798
